Age Group,Male,Female,Date,Unnamed: 0,Hospitalisations,ICU
40-49,148979.0,168035.0,2022-03-28,,,
50-59,112527.0,121131.0,2022-03-28,,,
60-69,71916.0,72302.0,2022-03-28,,,
70-79,38426.0,34586.0,2022-03-28,,,
80-89,15540.0,15972.0,2022-03-28,,,
90+,3660.0,6289.0,2022-03-28,,,
0-9,131078.0,122910.0,2022-03-29,,,
10-19,166862.0,177511.0,2022-03-29,,,
20-29,260564.0,276736.0,2022-03-29,,,
30-39,203040.0,221390.0,2022-03-29,,,
40-49,148979.0,168035.0,2022-03-29,,,
50-59,112527.0,121131.0,2022-03-29,,,
60-69,71916.0,72302.0,2022-03-29,,,
70-79,38426.0,34586.0,2022-03-29,,,
80-89,15540.0,15972.0,2022-03-29,,,
90+,3660.0,6289.0,2022-03-29,,,
0-9,134386.0,125946.0,2022-03-29,,,
10-19,171647.0,182122.0,2022-03-29,,,
20-29,264962.0,281242.0,2022-03-29,,,
30-39,206979.0,225815.0,2022-03-29,,,
40-49,152374.0,171786.0,2022-03-29,,,
50-59,114974.0,123468.0,2022-03-29,,,
60-69,73267.0,73498.0,2022-03-29,,,
70-79,39087.0,35145.0,2022-03-29,,,
80-89,15865.0,16307.0,2022-03-29,,,
90+,3749.0,6468.0,2022-03-29,,,
0-9,134386.0,125946.0,2022-03-30,,,
10-19,171647.0,182122.0,2022-03-30,,,
20-29,264962.0,281242.0,2022-03-30,,,
30-39,206979.0,225815.0,2022-03-30,,,
40-49,152374.0,171786.0,2022-03-30,,,
50-59,114974.0,123468.0,2022-03-30,,,
60-69,73267.0,73498.0,2022-03-30,,,
70-79,39087.0,35145.0,2022-03-30,,,
80-89,15865.0,16307.0,2022-03-30,,,
90+,3749.0,6468.0,2022-03-30,,,
0-9,135694.0,127164.0,2022-03-30,,,
10-19,173326.0,183939.0,2022-03-30,,,
20-29,266476.0,283104.0,2022-03-30,,,
30-39,208674.0,227982.0,2022-03-30,,,
40-49,153905.0,173642.0,2022-03-30,,,
50-59,116132.0,124736.0,2022-03-30,,,
60-69,74097.0,74295.0,2022-03-30,,,
70-79,39571.0,35531.0,2022-03-30,,,
80-89,16053.0,16473.0,2022-03-30,,,
90+,3783.0,6522.0,2022-03-30,,,
0-9,135694.0,127164.0,2022-03-31,,,
10-19,173326.0,183939.0,2022-03-31,,,
20-29,266476.0,283104.0,2022-03-31,,,
30-39,208674.0,227982.0,2022-03-31,,,
40-49,153905.0,173642.0,2022-03-31,,,
50-59,116132.0,124736.0,2022-03-31,,,
60-69,74097.0,74295.0,2022-03-31,,,
70-79,39571.0,35531.0,2022-03-31,,,
80-89,16053.0,16473.0,2022-03-31,,,
90+,3783.0,6522.0,2022-03-31,,,
0-9,136868.0,128282.0,2022-03-31,,,
10-19,174914.0,185637.0,2022-03-31,,,
20-29,268323.0,285286.0,2022-03-31,,,
30-39,210582.0,230279.0,2022-03-31,,,
40-49,155552.0,175677.0,2022-03-31,,,
50-59,117361.0,126071.0,2022-03-31,,,
60-69,75000.0,75184.0,2022-03-31,,,
70-79,40032.0,35955.0,2022-03-31,,,
80-89,16258.0,16652.0,2022-03-31,,,
90+,3828.0,6604.0,2022-03-31,,,
0-9,136868.0,128282.0,2022-04-01,,,
10-19,174914.0,185637.0,2022-04-01,,,
20-29,268323.0,285286.0,2022-04-01,,,
30-39,210582.0,230279.0,2022-04-01,,,
40-49,155552.0,175677.0,2022-04-01,,,
50-59,117361.0,126071.0,2022-04-01,,,
60-69,75000.0,75184.0,2022-04-01,,,
70-79,40032.0,35955.0,2022-04-01,,,
80-89,16258.0,16652.0,2022-04-01,,,
90+,3828.0,6604.0,2022-04-01,,,
0-9,138047.0,129371.0,2022-04-01,,,
10-19,176366.0,187163.0,2022-04-01,,,
20-29,270111.0,287484.0,2022-04-01,,,
30-39,212494.0,232475.0,2022-04-01,,,
40-49,157239.0,177776.0,2022-04-01,,,
50-59,118632.0,127532.0,2022-04-01,,,
60-69,75901.0,76118.0,2022-04-01,,,
70-79,40557.0,36398.0,2022-04-01,,,
80-89,16452.0,16830.0,2022-04-01,,,
90+,3878.0,6667.0,2022-04-01,,,
0-9,138047.0,129371.0,2022-04-02,,,
10-19,176366.0,187163.0,2022-04-02,,,
20-29,270111.0,287484.0,2022-04-02,,,
30-39,212494.0,232475.0,2022-04-02,,,
40-49,157239.0,177776.0,2022-04-02,,,
50-59,118632.0,127532.0,2022-04-02,,,
60-69,75901.0,76118.0,2022-04-02,,,
70-79,40557.0,36398.0,2022-04-02,,,
80-89,16452.0,16830.0,2022-04-02,,,
90+,3878.0,6667.0,2022-04-02,,,
0-9,138047.0,129371.0,2022-04-03,,,
10-19,176366.0,187163.0,2022-04-03,,,
20-29,270111.0,287484.0,2022-04-03,,,
30-39,212494.0,232475.0,2022-04-03,,,
40-49,157239.0,177776.0,2022-04-03,,,
50-59,118632.0,127532.0,2022-04-03,,,
60-69,75901.0,76118.0,2022-04-03,,,
70-79,40557.0,36398.0,2022-04-03,,,
80-89,16452.0,16830.0,2022-04-03,,,
90+,3878.0,6667.0,2022-04-03,,,
0-9,138047.0,129371.0,2022-04-04,,,
10-19,176366.0,187163.0,2022-04-04,,,
20-29,270111.0,287484.0,2022-04-04,,,
30-39,212494.0,232475.0,2022-04-04,,,
40-49,157239.0,177776.0,2022-04-04,,,
50-59,118632.0,127532.0,2022-04-04,,,
60-69,75901.0,76118.0,2022-04-04,,,
70-79,40557.0,36398.0,2022-04-04,,,
80-89,16452.0,16830.0,2022-04-04,,,
90+,3878.0,6667.0,2022-04-04,,,
0-9,141337.0,132378.0,2022-04-04,,,
10-19,180171.0,191191.0,2022-04-04,,,
20-29,273801.0,291928.0,2022-04-04,,,
30-39,216858.0,237555.0,2022-04-04,,,
