Age Group,Male,Female,Date,Unnamed: 0,Hospitalisations,ICU
50-59,233896.0,257883.0,2022-07-10,,,
60-69,160036.0,162749.0,2022-07-10,,,
70-79,91797.0,83562.0,2022-07-10,,,
80-89,39969.0,41559.0,2022-07-10,,,
90+,10215.0,18202.0,2022-07-10,,,
0-9,223156.0,209237.0,2022-07-11,,,
10-19,270934.0,291819.0,2022-07-11,,,
20-29,418527.0,463804.0,2022-07-11,,,
30-39,372626.0,417108.0,2022-07-11,,,
40-49,289344.0,332753.0,2022-07-11,,,
50-59,233896.0,257883.0,2022-07-11,,,
60-69,160036.0,162749.0,2022-07-11,,,
70-79,91797.0,83562.0,2022-07-11,,,
80-89,39969.0,41559.0,2022-07-11,,,
90+,10215.0,18202.0,2022-07-11,,,
0-9,224543.0,210547.0,2022-07-11,,,
10-19,271966.0,292942.0,2022-07-11,,,
20-29,420723.0,466437.0,2022-07-11,,,
30-39,375478.0,420259.0,2022-07-11,,,
40-49,291852.0,335464.0,2022-07-11,,,
50-59,236364.0,260701.0,2022-07-11,,,
60-69,162170.0,164989.0,2022-07-11,,,
70-79,93206.0,84921.0,2022-07-11,,,
80-89,40719.0,42322.0,2022-07-11,,,
90+,10423.0,18616.0,2022-07-11,,,
0-9,224543.0,210547.0,2022-07-12,,,
10-19,271966.0,292942.0,2022-07-12,,,
20-29,420723.0,466437.0,2022-07-12,,,
30-39,375478.0,420259.0,2022-07-12,,,
40-49,291852.0,335464.0,2022-07-12,,,
50-59,236364.0,260701.0,2022-07-12,,,
60-69,162170.0,164989.0,2022-07-12,,,
70-79,93206.0,84921.0,2022-07-12,,,
80-89,40719.0,42322.0,2022-07-12,,,
90+,10423.0,18616.0,2022-07-12,,,
0-9,217164.0,203784.0,2022-07-12,,,
10-19,262519.0,282231.0,2022-07-12,,,
20-29,409375.0,452737.0,2022-07-12,,,
30-39,362018.0,404337.0,2022-07-12,,,
40-49,279355.0,320783.0,2022-07-12,,,
50-59,226714.0,250258.0,2022-07-12,,,
60-69,156429.0,159258.0,2022-07-12,,,
70-79,90257.0,82217.0,2022-07-12,,,
80-89,39483.0,40880.0,2022-07-12,,,
90+,10047.0,17874.0,2022-07-12,,,
0-9,217164.0,203784.0,2022-07-13,,,
10-19,262519.0,282231.0,2022-07-13,,,
20-29,409375.0,452737.0,2022-07-13,,,
30-39,362018.0,404337.0,2022-07-13,,,
40-49,279355.0,320783.0,2022-07-13,,,
50-59,226714.0,250258.0,2022-07-13,,,
60-69,156429.0,159258.0,2022-07-13,,,
70-79,90257.0,82217.0,2022-07-13,,,
80-89,39483.0,40880.0,2022-07-13,,,
90+,10047.0,17874.0,2022-07-13,,,
0-9,209559.0,196776.0,2022-07-13,,,
10-19,251599.0,271307.0,2022-07-13,,,
20-29,397576.0,440574.0,2022-07-13,,,
30-39,352389.0,393828.0,2022-07-13,,,
40-49,271958.0,312459.0,2022-07-13,,,
50-59,221972.0,245762.0,2022-07-13,,,
60-69,154197.0,157414.0,2022-07-13,,,
70-79,89407.0,81599.0,2022-07-13,,,
80-89,39164.0,40583.0,2022-07-13,,,
90+,9968.0,17743.0,2022-07-13,,,
0-9,209559.0,196776.0,2022-07-14,,,
10-19,251599.0,271307.0,2022-07-14,,,
20-29,397576.0,440574.0,2022-07-14,,,
30-39,352389.0,393828.0,2022-07-14,,,
40-49,271958.0,312459.0,2022-07-14,,,
50-59,221972.0,245762.0,2022-07-14,,,
60-69,154197.0,157414.0,2022-07-14,,,
70-79,89407.0,81599.0,2022-07-14,,,
80-89,39164.0,40583.0,2022-07-14,,,
90+,9968.0,17743.0,2022-07-14,,,
0-9,210251.0,197471.0,2022-07-14,,,
10-19,252146.0,271917.0,2022-07-14,,,
20-29,399055.0,442426.0,2022-07-14,,,
30-39,354196.0,395845.0,2022-07-14,,,
40-49,273496.0,314151.0,2022-07-14,,,
50-59,223506.0,247519.0,2022-07-14,,,
60-69,155463.0,158846.0,2022-07-14,,,
70-79,90258.0,82456.0,2022-07-14,,,
80-89,39641.0,41096.0,2022-07-14,,,
90+,10129.0,18024.0,2022-07-14,,,
0-9,210251.0,197471.0,2022-07-15,,,
10-19,252146.0,271917.0,2022-07-15,,,
20-29,399055.0,442426.0,2022-07-15,,,
30-39,354196.0,395845.0,2022-07-15,,,
40-49,273496.0,314151.0,2022-07-15,,,
50-59,223506.0,247519.0,2022-07-15,,,
60-69,155463.0,158846.0,2022-07-15,,,
70-79,90258.0,82456.0,2022-07-15,,,
80-89,39641.0,41096.0,2022-07-15,,,
90+,10129.0,18024.0,2022-07-15,,,
0-9,210920.0,198080.0,2022-07-15,,,
10-19,252613.0,272479.0,2022-07-15,,,
20-29,400330.0,443984.0,2022-07-15,,,
30-39,355612.0,397596.0,2022-07-15,,,
40-49,274734.0,315605.0,2022-07-15,,,
50-59,224771.0,249049.0,2022-07-15,,,
60-69,156563.0,159997.0,2022-07-15,,,
70-79,90992.0,83118.0,2022-07-15,,,
80-89,40026.0,41522.0,2022-07-15,,,
90+,10242.0,18233.0,2022-07-15,,,
0-9,210920.0,198080.0,2022-07-16,,,
10-19,252613.0,272479.0,2022-07-16,,,
20-29,400330.0,443984.0,2022-07-16,,,
30-39,355612.0,397596.0,2022-07-16,,,
40-49,274734.0,315605.0,2022-07-16,,,
50-59,224771.0,249049.0,2022-07-16,,,
60-69,156563.0,159997.0,2022-07-16,,,
70-79,90992.0,83118.0,2022-07-16,,,
80-89,40026.0,41522.0,2022-07-16,,,
90+,10242.0,18233.0,2022-07-16,,,
0-9,210920.0,198080.0,2022-07-17,,,
10-19,252613.0,272479.0,2022-07-17,,,
20-29,400330.0,443984.0,2022-07-17,,,
30-39,355612.0,397596.0,2022-07-17,,,
40-49,274734.0,315605.0,2022-07-17,,,
50-59,224771.0,249049.0,2022-07-17,,,
60-69,156563.0,159997.0,2022-07-17,,,
70-79,90992.0,83118.0,2022-07-17,,,
80-89,40026.0,41522.0,2022-07-17,,,
90+,10242.0,18233.0,2022-07-17,,,
0-9,210920.0,198080.0,2022-07-18,,,
10-19,252613.0,272479.0,2022-07-18,,,
20-29,400330.0,443984.0,2022-07-18,,,
30-39,355612.0,397596.0,2022-07-18,,,
40-49,274734.0,315605.0,2022-07-18,,,
50-59,224771.0,249049.0,2022-07-18,,,
60-69,156563.0,159997.0,2022-07-18,,,
70-79,90992.0,83118.0,2022-07-18,,,
80-89,40026.0,41522.0,2022-07-18,,,
90+,10242.0,18233.0,2022-07-18,,,
0-9,212417.0,199437.0,2022-07-18,,,
10-19,253653.0,273656.0,2022-07-18,,,
20-29,402668.0,446896.0,2022-07-18,,,
30-39,358554.0,400986.0,2022-07-18,,,
40-49,277257.0,318486.0,2022-07-18,,,
50-59,227498.0,252276.0,2022-07-18,,,
60-69,158825.0,162492.0,2022-07-18,,,
70-79,92625.0,84789.0,2022-07-18,,,
80-89,40877.0,42486.0,2022-07-18,,,
90+,10534.0,18708.0,2022-07-18,,,
0-9,212417.0,199437.0,2022-07-19,,,
10-19,253653.0,273656.0,2022-07-19,,,
20-29,402668.0,446896.0,2022-07-19,,,
30-39,358554.0,400986.0,2022-07-19,,,
40-49,277257.0,318486.0,2022-07-19,,,
50-59,227498.0,252276.0,2022-07-19,,,
60-69,158825.0,162492.0,2022-07-19,,,
70-79,92625.0,84789.0,2022-07-19,,,
80-89,40877.0,42486.0,2022-07-19,,,
90+,10534.0,18708.0,2022-07-19,,,
0-9,213075.0,200078.0,2022-07-19,,,
10-19,254156.0,274234.0,2022-07-19,,,
20-29,403828.0,448190.0,2022-07-19,,,
30-39,360042.0,402593.0,2022-07-19,,,
40-49,278496.0,319900.0,2022-07-19,,,
50-59,228788.0,253811.0,2022-07-19,,,
60-69,159935.0,163571.0,2022-07-19,,,
70-79,93286.0,85412.0,2022-07-19,,,
80-89,41211.0,42928.0,2022-07-19,,,
90+,10644.0,18932.0,2022-07-19,,,
0-9,213075.0,200078.0,2022-07-20,,,
10-19,254156.0,274234.0,2022-07-20,,,
20-29,403828.0,448190.0,2022-07-20,,,
30-39,360042.0,402593.0,2022-07-20,,,
40-49,278496.0,319900.0,2022-07-20,,,
50-59,228788.0,253811.0,2022-07-20,,,
60-69,159935.0,163571.0,2022-07-20,,,
70-79,93286.0,85412.0,2022-07-20,,,
80-89,41211.0,42928.0,2022-07-20,,,
90+,10644.0,18932.0,2022-07-20,,,
0-9,213802.0,200806.0,2022-07-20,,,
10-19,254757.0,274885.0,2022-07-20,,,
20-29,405158.0,449794.0,2022-07-20,,,
30-39,361625.0,404423.0,2022-07-20,,,
40-49,279868.0,321487.0,2022-07-20,,,
50-59,230236.0,255485.0,2022-07-20,,,
60-69,161064.0,164811.0,2022-07-20,,,
70-79,94115.0,86140.0,2022-07-20,,,
80-89,41661.0,43393.0,2022-07-20,,,
90+,10805.0,19228.0,2022-07-20,,,
0-9,213802.0,200806.0,2022-07-21,,,
10-19,254757.0,274885.0,2022-07-21,,,
20-29,405158.0,449794.0,2022-07-21,,,
30-39,361625.0,404423.0,2022-07-21,,,
40-49,279868.0,321487.0,2022-07-21,,,
50-59,230236.0,255485.0,2022-07-21,,,
60-69,161064.0,164811.0,2022-07-21,,,
70-79,94115.0,86140.0,2022-07-21,,,
80-89,41661.0,43393.0,2022-07-21,,,
90+,10805.0,19228.0,2022-07-21,,,
0-9,214481.0,201467.0,2022-07-21,,,
10-19,255324.0,275558.0,2022-07-21,,,
20-29,406585.0,451446.0,2022-07-21,,,
30-39,363300.0,406311.0,2022-07-21,,,
40-49,281223.0,323086.0,2022-07-21,,,
50-59,231711.0,257137.0,2022-07-21,,,
60-69,162212.0,165976.0,2022-07-21,,,
70-79,94856.0,86830.0,2022-07-21,,,
80-89,42051.0,43845.0,2022-07-21,,,
90+,10929.0,19449.0,2022-07-21,,,
0-9,214481.0,201467.0,2022-07-22,,,
10-19,255324.0,275558.0,2022-07-22,,,
20-29,406585.0,451446.0,2022-07-22,,,
30-39,363300.0,406311.0,2022-07-22,,,
40-49,281223.0,323086.0,2022-07-22,,,
50-59,231711.0,257137.0,2022-07-22,,,
60-69,162212.0,165976.0,2022-07-22,,,
70-79,94856.0,86830.0,2022-07-22,,,
80-89,42051.0,43845.0,2022-07-22,,,
90+,10929.0,19449.0,2022-07-22,,,
0-9,215238.0,202155.0,2022-07-22,,,
10-19,255912.0,276236.0,2022-07-22,,,
20-29,407892.0,453077.0,2022-07-22,,,
30-39,364903.0,408181.0,2022-07-22,,,
40-49,282560.0,324596.0,2022-07-22,,,
50-59,233118.0,258736.0,2022-07-22,,,
60-69,163299.0,167192.0,2022-07-22,,,
70-79,95593.0,87551.0,2022-07-22,,,
80-89,42439.0,44290.0,2022-07-22,,,
90+,11051.0,19703.0,2022-07-22,,,
0-9,215238.0,202155.0,2022-07-23,,,
10-19,255912.0,276236.0,2022-07-23,,,
20-29,407892.0,453077.0,2022-07-23,,,
30-39,364903.0,408181.0,2022-07-23,,,
40-49,282560.0,324596.0,2022-07-23,,,
50-59,233118.0,258736.0,2022-07-23,,,
60-69,163299.0,167192.0,2022-07-23,,,
70-79,95593.0,87551.0,2022-07-23,,,
80-89,42439.0,44290.0,2022-07-23,,,
90+,11051.0,19703.0,2022-07-23,,,
0-9,215238.0,202155.0,2022-07-24,,,
10-19,255912.0,276236.0,2022-07-24,,,
20-29,407892.0,453077.0,2022-07-24,,,
30-39,364903.0,408181.0,2022-07-24,,,
40-49,282560.0,324596.0,2022-07-24,,,
50-59,233118.0,258736.0,2022-07-24,,,
60-69,163299.0,167192.0,2022-07-24,,,
70-79,95593.0,87551.0,2022-07-24,,,
80-89,42439.0,44290.0,2022-07-24,,,
90+,11051.0,19703.0,2022-07-24,,,
0-9,215238.0,202155.0,2022-07-25,,,
10-19,255912.0,276236.0,2022-07-25,,,
20-29,407892.0,453077.0,2022-07-25,,,
30-39,364903.0,408181.0,2022-07-25,,,
40-49,282560.0,324596.0,2022-07-25,,,
50-59,233118.0,258736.0,2022-07-25,,,
60-69,163299.0,167192.0,2022-07-25,,,
70-79,95593.0,87551.0,2022-07-25,,,
80-89,42439.0,44290.0,2022-07-25,,,
90+,11051.0,19703.0,2022-07-25,,,
0-9,216950.0,203727.0,2022-07-25,,,
10-19,257238.0,277589.0,2022-07-25,,,
20-29,410229.0,456003.0,2022-07-25,,,
30-39,367875.0,411581.0,2022-07-25,,,
40-49,285037.0,327481.0,2022-07-25,,,
50-59,235724.0,261870.0,2022-07-25,,,
60-69,165602.0,169661.0,2022-07-25,,,
70-79,97203.0,89174.0,2022-07-25,,,
80-89,43321.0,45283.0,2022-07-25,,,
90+,11347.0,20259.0,2022-07-25,,,
0-9,216950.0,203727.0,2022-07-26,,,
10-19,257238.0,277589.0,2022-07-26,,,
20-29,410229.0,456003.0,2022-07-26,,,
30-39,367875.0,411581.0,2022-07-26,,,
40-49,285037.0,327481.0,2022-07-26,,,
50-59,235724.0,261870.0,2022-07-26,,,
60-69,165602.0,169661.0,2022-07-26,,,
70-79,97203.0,89174.0,2022-07-26,,,
80-89,43321.0,45283.0,2022-07-26,,,
90+,11347.0,20259.0,2022-07-26,,,
0-9,217589.0,204341.0,2022-07-26,,,
10-19,257814.0,278146.0,2022-07-26,,,
20-29,411122.0,457140.0,2022-07-26,,,
30-39,369036.0,412793.0,2022-07-26,,,
40-49,286014.0,328467.0,2022-07-26,,,
50-59,236701.0,263003.0,2022-07-26,,,
60-69,166375.0,170472.0,2022-07-26,,,
70-79,97760.0,89685.0,2022-07-26,,,
80-89,43653.0,45706.0,2022-07-26,,,
90+,11459.0,20505.0,2022-07-26,,,
0-9,217589.0,204341.0,2022-07-27,,,
10-19,257814.0,278146.0,2022-07-27,,,
20-29,411122.0,457140.0,2022-07-27,,,
30-39,369036.0,412793.0,2022-07-27,,,
40-49,286014.0,328467.0,2022-07-27,,,
50-59,236701.0,263003.0,2022-07-27,,,
60-69,166375.0,170472.0,2022-07-27,,,
70-79,97760.0,89685.0,2022-07-27,,,
80-89,43653.0,45706.0,2022-07-27,,,
90+,11459.0,20505.0,2022-07-27,,,
0-9,218537.0,205171.0,2022-07-27,,,
10-19,258669.0,279092.0,2022-07-27,,,
20-29,412595.0,458819.0,2022-07-27,,,
30-39,370641.0,414591.0,2022-07-27,,,
40-49,287348.0,330023.0,2022-07-27,,,
50-59,238082.0,264564.0,2022-07-27,,,
60-69,167486.0,171611.0,2022-07-27,,,
70-79,98505.0,90398.0,2022-07-27,,,
80-89,43977.0,46147.0,2022-07-27,,,
90+,11575.0,20704.0,2022-07-27,,,
0-9,218537.0,205171.0,2022-07-28,,,
10-19,258669.0,279092.0,2022-07-28,,,
20-29,412595.0,458819.0,2022-07-28,,,
30-39,370641.0,414591.0,2022-07-28,,,
40-49,287348.0,330023.0,2022-07-28,,,
50-59,238082.0,264564.0,2022-07-28,,,
60-69,167486.0,171611.0,2022-07-28,,,
70-79,98505.0,90398.0,2022-07-28,,,
80-89,43977.0,46147.0,2022-07-28,,,
90+,11575.0,20704.0,2022-07-28,,,
0-9,219255.0,205842.0,2022-07-28,,,
10-19,259377.0,279931.0,2022-07-28,,,
20-29,413771.0,460340.0,2022-07-28,,,
30-39,371984.0,416183.0,2022-07-28,,,
40-49,288485.0,331386.0,2022-07-28,,,
50-59,239269.0,265914.0,2022-07-28,,,
60-69,168435.0,172567.0,2022-07-28,,,
70-79,99128.0,91074.0,2022-07-28,,,
80-89,44316.0,46576.0,2022-07-28,,,
90+,11679.0,20934.0,2022-07-28,,,
0-9,219255.0,205842.0,2022-07-29,,,
10-19,259377.0,279931.0,2022-07-29,,,
20-29,413771.0,460340.0,2022-07-29,,,
30-39,371984.0,416183.0,2022-07-29,,,
40-49,288485.0,331386.0,2022-07-29,,,
50-59,239269.0,265914.0,2022-07-29,,,
60-69,168435.0,172567.0,2022-07-29,,,
70-79,99128.0,91074.0,2022-07-29,,,
80-89,44316.0,46576.0,2022-07-29,,,
90+,11679.0,20934.0,2022-07-29,,,
0-9,220024.0,206505.0,2022-07-29,,,
10-19,260141.0,280773.0,2022-07-29,,,
20-29,414973.0,461869.0,2022-07-29,,,
30-39,373334.0,417765.0,2022-07-29,,,
40-49,289676.0,332818.0,2022-07-29,,,
50-59,240600.0,267280.0,2022-07-29,,,
60-69,169405.0,173584.0,2022-07-29,,,
70-79,99767.0,91705.0,2022-07-29,,,
80-89,44641.0,46962.0,2022-07-29,,,
90+,11756.0,21105.0,2022-07-29,,,
0-9,220024.0,206505.0,2022-07-30,,,
10-19,260141.0,280773.0,2022-07-30,,,
20-29,414973.0,461869.0,2022-07-30,,,
30-39,373334.0,417765.0,2022-07-30,,,
40-49,289676.0,332818.0,2022-07-30,,,
50-59,240600.0,267280.0,2022-07-30,,,
60-69,169405.0,173584.0,2022-07-30,,,
70-79,99767.0,91705.0,2022-07-30,,,
80-89,44641.0,46962.0,2022-07-30,,,
90+,11756.0,21105.0,2022-07-30,,,
0-9,220024.0,206505.0,2022-07-31,,,
10-19,260141.0,280773.0,2022-07-31,,,
20-29,414973.0,461869.0,2022-07-31,,,
30-39,373334.0,417765.0,2022-07-31,,,
40-49,289676.0,332818.0,2022-07-31,,,
50-59,240600.0,267280.0,2022-07-31,,,
60-69,169405.0,173584.0,2022-07-31,,,
70-79,99767.0,91705.0,2022-07-31,,,
80-89,44641.0,46962.0,2022-07-31,,,
90+,11756.0,21105.0,2022-07-31,,,
0-9,220024.0,206505.0,2022-08-01,,,
10-19,260141.0,280773.0,2022-08-01,,,
20-29,414973.0,461869.0,2022-08-01,,,
30-39,373334.0,417765.0,2022-08-01,,,
40-49,289676.0,332818.0,2022-08-01,,,
50-59,240600.0,267280.0,2022-08-01,,,
60-69,169405.0,173584.0,2022-08-01,,,
70-79,99767.0,91705.0,2022-08-01,,,
80-89,44641.0,46962.0,2022-08-01,,,
90+,11756.0,21105.0,2022-08-01,,,
0-9,222207.0,208512.0,2022-08-01,,,
10-19,262242.0,282820.0,2022-08-01,,,
20-29,417783.0,465488.0,2022-08-01,,,
30-39,376991.0,422187.0,2022-08-01,,,
40-49,292950.0,336960.0,2022-08-01,,,
50-59,243841.0,271420.0,2022-08-01,,,
60-69,172196.0,176746.0,2022-08-01,,,
70-79,101563.0,93528.0,2022-08-01,,,
80-89,45482.0,48002.0,2022-08-01,,,
90+,11980.0,21590.0,2022-08-01,,,
0-9,222207.0,208512.0,2022-08-02,,,
10-19,262242.0,282820.0,2022-08-02,,,
20-29,417783.0,465488.0,2022-08-02,,,
30-39,376991.0,422187.0,2022-08-02,,,
40-49,292950.0,336960.0,2022-08-02,,,
50-59,243841.0,271420.0,2022-08-02,,,
60-69,172196.0,176746.0,2022-08-02,,,
70-79,101563.0,93528.0,2022-08-02,,,
80-89,45482.0,48002.0,2022-08-02,,,
90+,11980.0,21590.0,2022-08-02,,,
0-9,222850.0,209098.0,2022-08-02,,,
10-19,262878.0,283464.0,2022-08-02,,,
20-29,418560.0,466497.0,2022-08-02,,,
30-39,377938.0,423296.0,2022-08-02,,,
40-49,293851.0,337930.0,2022-08-02,,,
50-59,244649.0,272499.0,2022-08-02,,,
60-69,172939.0,177460.0,2022-08-02,,,
70-79,102030.0,93948.0,2022-08-02,,,
80-89,45736.0,48306.0,2022-08-02,,,
90+,12076.0,21744.0,2022-08-02,,,
0-9,222850.0,209098.0,2022-08-03,,,
10-19,262878.0,283464.0,2022-08-03,,,
20-29,418560.0,466497.0,2022-08-03,,,
30-39,377938.0,423296.0,2022-08-03,,,
40-49,293851.0,337930.0,2022-08-03,,,
50-59,244649.0,272499.0,2022-08-03,,,
60-69,172939.0,177460.0,2022-08-03,,,
70-79,102030.0,93948.0,2022-08-03,,,
80-89,45736.0,48306.0,2022-08-03,,,
90+,12076.0,21744.0,2022-08-03,,,
0-9,223526.0,209736.0,2022-08-03,,,
10-19,263668.0,284292.0,2022-08-03,,,
20-29,419487.0,467646.0,2022-08-03,,,
30-39,379036.0,424530.0,2022-08-03,,,
40-49,294857.0,339071.0,2022-08-03,,,
50-59,245572.0,273615.0,2022-08-03,,,
60-69,173705.0,178217.0,2022-08-03,,,
70-79,102516.0,94529.0,2022-08-03,,,
80-89,46008.0,48701.0,2022-08-03,,,
90+,12178.0,21920.0,2022-08-03,,,
0-9,223526.0,209736.0,2022-08-04,,,
10-19,263668.0,284292.0,2022-08-04,,,
20-29,419487.0,467646.0,2022-08-04,,,
30-39,379036.0,424530.0,2022-08-04,,,
40-49,294857.0,339071.0,2022-08-04,,,
50-59,245572.0,273615.0,2022-08-04,,,
60-69,173705.0,178217.0,2022-08-04,,,
70-79,102516.0,94529.0,2022-08-04,,,
80-89,46008.0,48701.0,2022-08-04,,,
90+,12178.0,21920.0,2022-08-04,,,
0-9,224155.0,210309.0,2022-08-04,,,
10-19,264258.0,284966.0,2022-08-04,,,
20-29,420384.0,468756.0,2022-08-04,,,
30-39,380111.0,425782.0,2022-08-04,,,
40-49,295782.0,340229.0,2022-08-04,,,
50-59,246452.0,274588.0,2022-08-04,,,
60-69,174407.0,178982.0,2022-08-04,,,
70-79,103007.0,95007.0,2022-08-04,,,
80-89,46259.0,48993.0,2022-08-04,,,
90+,12271.0,22056.0,2022-08-04,,,
0-9,224155.0,210309.0,2022-08-05,,,
10-19,264258.0,284966.0,2022-08-05,,,
20-29,420384.0,468756.0,2022-08-05,,,
30-39,380111.0,425782.0,2022-08-05,,,
40-49,295782.0,340229.0,2022-08-05,,,
50-59,246452.0,274588.0,2022-08-05,,,
60-69,174407.0,178982.0,2022-08-05,,,
70-79,103007.0,95007.0,2022-08-05,,,
80-89,46259.0,48993.0,2022-08-05,,,
90+,12271.0,22056.0,2022-08-05,,,
0-9,224435.0,210557.0,2022-08-05,,,
10-19,264534.0,285262.0,2022-08-05,,,
20-29,420808.0,469339.0,2022-08-05,,,
30-39,380610.0,426429.0,2022-08-05,,,
40-49,296255.0,340758.0,2022-08-05,,,
50-59,246898.0,275107.0,2022-08-05,,,
60-69,174746.0,179393.0,2022-08-05,,,
70-79,103287.0,95260.0,2022-08-05,,,
80-89,46405.0,49152.0,2022-08-05,,,
90+,12315.0,22143.0,2022-08-05,,,
0-9,224435.0,210557.0,2022-08-06,,,
10-19,264534.0,285262.0,2022-08-06,,,
20-29,420808.0,469339.0,2022-08-06,,,
30-39,380610.0,426429.0,2022-08-06,,,
40-49,296255.0,340758.0,2022-08-06,,,
50-59,246898.0,275107.0,2022-08-06,,,
60-69,174746.0,179393.0,2022-08-06,,,
70-79,103287.0,95260.0,2022-08-06,,,
80-89,46405.0,49152.0,2022-08-06,,,
90+,12315.0,22143.0,2022-08-06,,,
0-9,224435.0,210557.0,2022-08-07,,,
10-19,264534.0,285262.0,2022-08-07,,,
20-29,420808.0,469339.0,2022-08-07,,,
30-39,380610.0,426429.0,2022-08-07,,,
40-49,296255.0,340758.0,2022-08-07,,,
50-59,246898.0,275107.0,2022-08-07,,,
60-69,174746.0,179393.0,2022-08-07,,,
70-79,103287.0,95260.0,2022-08-07,,,
80-89,46405.0,49152.0,2022-08-07,,,
90+,12315.0,22143.0,2022-08-07,,,
0-9,224435.0,210557.0,2022-08-08,,,
10-19,264534.0,285262.0,2022-08-08,,,
20-29,420808.0,469339.0,2022-08-08,,,
30-39,380610.0,426429.0,2022-08-08,,,
40-49,296255.0,340758.0,2022-08-08,,,
50-59,246898.0,275107.0,2022-08-08,,,
60-69,174746.0,179393.0,2022-08-08,,,
70-79,103287.0,95260.0,2022-08-08,,,
80-89,46405.0,49152.0,2022-08-08,,,
90+,12315.0,22143.0,2022-08-08,,,
0-9,226103.0,212086.0,2022-08-08,,,
10-19,265998.0,286820.0,2022-08-08,,,
20-29,422732.0,471724.0,2022-08-08,,,
30-39,383064.0,429396.0,2022-08-08,,,
40-49,298363.0,343343.0,2022-08-08,,,
50-59,248987.0,277677.0,2022-08-08,,,
60-69,176459.0,181445.0,2022-08-08,,,
70-79,104639.0,96664.0,2022-08-08,,,
80-89,47126.0,49949.0,2022-08-08,,,
90+,12529.0,22560.0,2022-08-08,,,
0-9,226103.0,212086.0,2022-08-09,,,
10-19,265998.0,286820.0,2022-08-09,,,
20-29,422732.0,471724.0,2022-08-09,,,
30-39,383064.0,429396.0,2022-08-09,,,
40-49,298363.0,343343.0,2022-08-09,,,
50-59,248987.0,277677.0,2022-08-09,,,
60-69,176459.0,181445.0,2022-08-09,,,
70-79,104639.0,96664.0,2022-08-09,,,
80-89,47126.0,49949.0,2022-08-09,,,
90+,12529.0,22560.0,2022-08-09,,,
0-9,226608.0,212558.0,2022-08-09,,,
10-19,266490.0,287350.0,2022-08-09,,,
20-29,423321.0,472415.0,2022-08-09,,,
30-39,383856.0,430337.0,2022-08-09,,,
40-49,299037.0,344170.0,2022-08-09,,,
50-59,249670.0,278449.0,2022-08-09,,,
60-69,176955.0,182047.0,2022-08-09,,,
70-79,105039.0,97069.0,2022-08-09,,,
80-89,47366.0,50223.0,2022-08-09,,,
90+,12591.0,22693.0,2022-08-09,,,
0-9,226608.0,212558.0,2022-08-10,,,
10-19,266490.0,287350.0,2022-08-10,,,
20-29,423321.0,472415.0,2022-08-10,,,
30-39,383856.0,430337.0,2022-08-10,,,
40-49,299037.0,344170.0,2022-08-10,,,
50-59,249670.0,278449.0,2022-08-10,,,
60-69,176955.0,182047.0,2022-08-10,,,
70-79,105039.0,97069.0,2022-08-10,,,
80-89,47366.0,50223.0,2022-08-10,,,
90+,12591.0,22693.0,2022-08-10,,,
0-9,227134.0,213074.0,2022-08-10,,,
10-19,267008.0,287858.0,2022-08-10,,,
20-29,423995.0,473201.0,2022-08-10,,,
30-39,384661.0,431314.0,2022-08-10,,,
40-49,299796.0,345014.0,2022-08-10,,,
50-59,250340.0,279226.0,2022-08-10,,,
60-69,177501.0,182626.0,2022-08-10,,,
70-79,105467.0,97485.0,2022-08-10,,,
80-89,47582.0,50465.0,2022-08-10,,,
90+,12659.0,22838.0,2022-08-10,,,
0-9,227134.0,213074.0,2022-08-11,,,
10-19,267008.0,287858.0,2022-08-11,,,
20-29,423995.0,473201.0,2022-08-11,,,
30-39,384661.0,431314.0,2022-08-11,,,
40-49,299796.0,345014.0,2022-08-11,,,
50-59,250340.0,279226.0,2022-08-11,,,
60-69,177501.0,182626.0,2022-08-11,,,
70-79,105467.0,97485.0,2022-08-11,,,
80-89,47582.0,50465.0,2022-08-11,,,
90+,12659.0,22838.0,2022-08-11,,,
0-9,227581.0,213513.0,2022-08-11,,,
10-19,267467.0,288307.0,2022-08-11,,,
20-29,424620.0,473918.0,2022-08-11,,,
30-39,385395.0,432164.0,2022-08-11,,,
40-49,300438.0,345874.0,2022-08-11,,,
50-59,250915.0,279926.0,2022-08-11,,,
60-69,177989.0,183200.0,2022-08-11,,,
70-79,105857.0,97864.0,2022-08-11,,,
80-89,47782.0,50685.0,2022-08-11,,,
90+,12714.0,22932.0,2022-08-11,,,
0-9,227581.0,213513.0,2022-08-12,,,
10-19,267467.0,288307.0,2022-08-12,,,
20-29,424620.0,473918.0,2022-08-12,,,
30-39,385395.0,432164.0,2022-08-12,,,
40-49,300438.0,345874.0,2022-08-12,,,
50-59,250915.0,279926.0,2022-08-12,,,
60-69,177989.0,183200.0,2022-08-12,,,
70-79,105857.0,97864.0,2022-08-12,,,
80-89,47782.0,50685.0,2022-08-12,,,
90+,12714.0,22932.0,2022-08-12,,,
0-9,227818.0,213731.0,2022-08-12,,,
10-19,267701.0,288542.0,2022-08-12,,,
20-29,425030.0,474340.0,2022-08-12,,,
30-39,385858.0,432677.0,2022-08-12,,,
40-49,300830.0,346320.0,2022-08-12,,,
50-59,251272.0,280370.0,2022-08-12,,,
60-69,178276.0,183520.0,2022-08-12,,,
70-79,106121.0,98104.0,2022-08-12,,,
80-89,47922.0,50861.0,2022-08-12,,,
