Age Group,Male,Female,Date,Jurisdiction,7-day rolling average of COVID-19 hospitalisations as at 20 Sep 2022,7-day rolling average COVID-19 ICU cases as at 20 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 27 Sep 2022,7-day rolling average COVID-19 ICU cases as at 27 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 04 Oct 2022,7-day rolling average COVID-19 ICU cases as at 04 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 11 Oct 2022,7-day rolling average COVID-19 ICU cases as at 11 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 18 Oct 2022,7-day rolling average COVID-19 ICU cases as at 18 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 25 Oct 2022,7-day rolling average COVID-19 ICU cases as at 25 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 01 Nov 2022,7-day rolling average COVID-19 ICU cases as at 01 Nov 2022,7-day rolling average of COVID-19 hospitalisations as at 08 Nov 2022,7-day rolling average COVID-19 ICU cases as at 08 Nov 2022
90+,1272.0,1623.0,2022-07-27,,,,,,,,,,,,,,,,,
0-9,7.0,7.0,2022-07-27,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-07-27,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-07-27,,,,,,,,,,,,,,,,,
30-39,52.0,32.0,2022-07-27,,,,,,,,,,,,,,,,,
40-49,98.0,68.0,2022-07-27,,,,,,,,,,,,,,,,,
50-59,251.0,150.0,2022-07-27,,,,,,,,,,,,,,,,,
60-69,610.0,326.0,2022-07-27,,,,,,,,,,,,,,,,,
70-79,1409.0,744.0,2022-07-27,,,,,,,,,,,,,,,,,
80-89,2176.0,1601.0,2022-07-27,,,,,,,,,,,,,,,,,
90+,1283.0,1630.0,2022-07-27,,,,,,,,,,,,,,,,,
0-9,7.0,7.0,2022-07-28,,,,,,,,,,,,,,,,,
40-49,98.0,68.0,2022-07-28,,,,,,,,,,,,,,,,,
50-59,251.0,150.0,2022-07-28,,,,,,,,,,,,,,,,,
60-69,610.0,326.0,2022-07-28,,,,,,,,,,,,,,,,,
70-79,1409.0,744.0,2022-07-28,,,,,,,,,,,,,,,,,
80-89,2176.0,1601.0,2022-07-28,,,,,,,,,,,,,,,,,
90+,1283.0,1630.0,2022-07-28,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-07-28,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-07-28,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-07-28,,,,,,,,,,,,,,,,,
30-39,52.0,32.0,2022-07-28,,,,,,,,,,,,,,,,,
40-49,99.0,68.0,2022-07-28,,,,,,,,,,,,,,,,,
50-59,252.0,152.0,2022-07-28,,,,,,,,,,,,,,,,,
60-69,618.0,329.0,2022-07-28,,,,,,,,,,,,,,,,,
70-79,1419.0,747.0,2022-07-28,,,,,,,,,,,,,,,,,
80-89,2193.0,1612.0,2022-07-28,,,,,,,,,,,,,,,,,
90+,1297.0,1652.0,2022-07-28,,,,,,,,,,,,,,,,,
30-39,52.0,32.0,2022-07-29,,,,,,,,,,,,,,,,,
40-49,99.0,68.0,2022-07-29,,,,,,,,,,,,,,,,,
50-59,252.0,152.0,2022-07-29,,,,,,,,,,,,,,,,,
60-69,618.0,329.0,2022-07-29,,,,,,,,,,,,,,,,,
70-79,1419.0,747.0,2022-07-29,,,,,,,,,,,,,,,,,
80-89,2193.0,1612.0,2022-07-29,,,,,,,,,,,,,,,,,
90+,1297.0,1652.0,2022-07-29,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-07-29,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-07-29,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-07-29,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-07-29,,,,,,,,,,,,,,,,,
40-49,102.0,70.0,2022-07-29,,,,,,,,,,,,,,,,,
50-59,253.0,154.0,2022-07-29,,,,,,,,,,,,,,,,,
60-69,624.0,335.0,2022-07-29,,,,,,,,,,,,,,,,,
70-79,1437.0,766.0,2022-07-29,,,,,,,,,,,,,,,,,
80-89,2219.0,1638.0,2022-07-29,,,,,,,,,,,,,,,,,
90+,1314.0,1678.0,2022-07-29,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-07-30,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-07-30,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-07-30,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-07-30,,,,,,,,,,,,,,,,,
40-49,102.0,70.0,2022-07-30,,,,,,,,,,,,,,,,,
50-59,253.0,154.0,2022-07-30,,,,,,,,,,,,,,,,,
60-69,624.0,335.0,2022-07-30,,,,,,,,,,,,,,,,,
70-79,1437.0,766.0,2022-07-30,,,,,,,,,,,,,,,,,
80-89,2219.0,1638.0,2022-07-30,,,,,,,,,,,,,,,,,
90+,1314.0,1678.0,2022-07-30,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-07-31,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-07-31,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-07-31,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-07-31,,,,,,,,,,,,,,,,,
40-49,102.0,70.0,2022-07-31,,,,,,,,,,,,,,,,,
50-59,253.0,154.0,2022-07-31,,,,,,,,,,,,,,,,,
60-69,624.0,335.0,2022-07-31,,,,,,,,,,,,,,,,,
70-79,1437.0,766.0,2022-07-31,,,,,,,,,,,,,,,,,
80-89,2219.0,1638.0,2022-07-31,,,,,,,,,,,,,,,,,
90+,1314.0,1678.0,2022-07-31,,,,,,,,,,,,,,,,,
40-49,102.0,70.0,2022-08-01,,,,,,,,,,,,,,,,,
50-59,253.0,154.0,2022-08-01,,,,,,,,,,,,,,,,,
60-69,624.0,335.0,2022-08-01,,,,,,,,,,,,,,,,,
70-79,1437.0,766.0,2022-08-01,,,,,,,,,,,,,,,,,
80-89,2219.0,1638.0,2022-08-01,,,,,,,,,,,,,,,,,
90+,1314.0,1678.0,2022-08-01,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-01,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-01,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-01,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-08-01,,,,,,,,,,,,,,,,,
40-49,103.0,70.0,2022-08-01,,,,,,,,,,,,,,,,,
50-59,255.0,155.0,2022-08-01,,,,,,,,,,,,,,,,,
60-69,631.0,339.0,2022-08-01,,,,,,,,,,,,,,,,,
70-79,1450.0,778.0,2022-08-01,,,,,,,,,,,,,,,,,
80-89,2253.0,1650.0,2022-08-01,,,,,,,,,,,,,,,,,
90+,1338.0,1699.0,2022-08-01,,,,,,,,,,,,,,,,,
40-49,103.0,70.0,2022-08-02,,,,,,,,,,,,,,,,,
50-59,255.0,155.0,2022-08-02,,,,,,,,,,,,,,,,,
60-69,631.0,339.0,2022-08-02,,,,,,,,,,,,,,,,,
70-79,1450.0,778.0,2022-08-02,,,,,,,,,,,,,,,,,
80-89,2253.0,1650.0,2022-08-02,,,,,,,,,,,,,,,,,
90+,1338.0,1699.0,2022-08-02,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-02,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-02,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-02,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-08-02,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-02,,,,,,,,,,,,,,,,,
50-59,256.0,156.0,2022-08-02,,,,,,,,,,,,,,,,,
60-69,637.0,339.0,2022-08-02,,,,,,,,,,,,,,,,,
70-79,1459.0,780.0,2022-08-02,,,,,,,,,,,,,,,,,
80-89,2273.0,1664.0,2022-08-02,,,,,,,,,,,,,,,,,
90+,1347.0,1723.0,2022-08-02,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-03,,,,,,,,,,,,,,,,,
50-59,256.0,156.0,2022-08-03,,,,,,,,,,,,,,,,,
60-69,637.0,339.0,2022-08-03,,,,,,,,,,,,,,,,,
70-79,1459.0,780.0,2022-08-03,,,,,,,,,,,,,,,,,
80-89,2273.0,1664.0,2022-08-03,,,,,,,,,,,,,,,,,
90+,1347.0,1723.0,2022-08-03,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-03,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-03,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-03,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-08-03,,,,,,,,,,,,,,,,,
40-49,103.0,70.0,2022-08-03,,,,,,,,,,,,,,,,,
50-59,257.0,157.0,2022-08-03,,,,,,,,,,,,,,,,,
60-69,639.0,340.0,2022-08-03,,,,,,,,,,,,,,,,,
70-79,1466.0,783.0,2022-08-03,,,,,,,,,,,,,,,,,
80-89,2283.0,1668.0,2022-08-03,,,,,,,,,,,,,,,,,
90+,1353.0,1733.0,2022-08-03,,,,,,,,,,,,,,,,,
50-59,257.0,157.0,2022-08-04,,,,,,,,,,,,,,,,,
60-69,639.0,340.0,2022-08-04,,,,,,,,,,,,,,,,,
70-79,1466.0,783.0,2022-08-04,,,,,,,,,,,,,,,,,
80-89,2283.0,1668.0,2022-08-04,,,,,,,,,,,,,,,,,
90+,1353.0,1733.0,2022-08-04,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-04,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-04,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-04,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-08-04,,,,,,,,,,,,,,,,,
40-49,103.0,70.0,2022-08-04,,,,,,,,,,,,,,,,,
50-59,258.0,157.0,2022-08-04,,,,,,,,,,,,,,,,,
60-69,642.0,342.0,2022-08-04,,,,,,,,,,,,,,,,,
70-79,1474.0,788.0,2022-08-04,,,,,,,,,,,,,,,,,
80-89,2291.0,1685.0,2022-08-04,,,,,,,,,,,,,,,,,
90+,1365.0,1750.0,2022-08-04,,,,,,,,,,,,,,,,,
30-39,53.0,32.0,2022-08-05,,,,,,,,,,,,,,,,,
40-49,103.0,70.0,2022-08-05,,,,,,,,,,,,,,,,,
50-59,258.0,157.0,2022-08-05,,,,,,,,,,,,,,,,,
60-69,642.0,342.0,2022-08-05,,,,,,,,,,,,,,,,,
70-79,1474.0,788.0,2022-08-05,,,,,,,,,,,,,,,,,
80-89,2291.0,1685.0,2022-08-05,,,,,,,,,,,,,,,,,
90+,1365.0,1750.0,2022-08-05,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-05,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-05,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-05,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-05,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-05,,,,,,,,,,,,,,,,,
50-59,260.0,157.0,2022-08-05,,,,,,,,,,,,,,,,,
60-69,643.0,344.0,2022-08-05,,,,,,,,,,,,,,,,,
70-79,1479.0,791.0,2022-08-05,,,,,,,,,,,,,,,,,
80-89,2298.0,1694.0,2022-08-05,,,,,,,,,,,,,,,,,
90+,1372.0,1759.0,2022-08-05,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-06,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-06,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-06,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-06,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-06,,,,,,,,,,,,,,,,,
50-59,260.0,157.0,2022-08-06,,,,,,,,,,,,,,,,,
60-69,643.0,344.0,2022-08-06,,,,,,,,,,,,,,,,,
70-79,1479.0,791.0,2022-08-06,,,,,,,,,,,,,,,,,
80-89,2298.0,1694.0,2022-08-06,,,,,,,,,,,,,,,,,
90+,1372.0,1759.0,2022-08-06,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-07,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-07,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-07,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-07,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-07,,,,,,,,,,,,,,,,,
50-59,260.0,157.0,2022-08-07,,,,,,,,,,,,,,,,,
60-69,643.0,344.0,2022-08-07,,,,,,,,,,,,,,,,,
70-79,1479.0,791.0,2022-08-07,,,,,,,,,,,,,,,,,
80-89,2298.0,1694.0,2022-08-07,,,,,,,,,,,,,,,,,
90+,1372.0,1759.0,2022-08-07,,,,,,,,,,,,,,,,,
40-49,104.0,70.0,2022-08-08,,,,,,,,,,,,,,,,,
50-59,260.0,157.0,2022-08-08,,,,,,,,,,,,,,,,,
60-69,643.0,344.0,2022-08-08,,,,,,,,,,,,,,,,,
70-79,1479.0,791.0,2022-08-08,,,,,,,,,,,,,,,,,
80-89,2298.0,1694.0,2022-08-08,,,,,,,,,,,,,,,,,
90+,1372.0,1759.0,2022-08-08,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-08,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-08,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-08,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-08,,,,,,,,,,,,,,,,,
40-49,106.0,70.0,2022-08-08,,,,,,,,,,,,,,,,,
50-59,264.0,157.0,2022-08-08,,,,,,,,,,,,,,,,,
60-69,646.0,347.0,2022-08-08,,,,,,,,,,,,,,,,,
70-79,1491.0,808.0,2022-08-08,,,,,,,,,,,,,,,,,
80-89,2319.0,1713.0,2022-08-08,,,,,,,,,,,,,,,,,
90+,1389.0,1780.0,2022-08-08,,,,,,,,,,,,,,,,,
10-19,4.0,4.0,2022-08-09,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-09,,,,,,,,,,,,,,,,,
40-49,106.0,70.0,2022-08-09,,,,,,,,,,,,,,,,,
50-59,264.0,157.0,2022-08-09,,,,,,,,,,,,,,,,,
60-69,646.0,347.0,2022-08-09,,,,,,,,,,,,,,,,,
70-79,1491.0,808.0,2022-08-09,,,,,,,,,,,,,,,,,
80-89,2319.0,1713.0,2022-08-09,,,,,,,,,,,,,,,,,
90+,1389.0,1780.0,2022-08-09,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-09,,,,,,,,,,,,,,,,,
10-19,5.0,4.0,2022-08-09,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-09,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-09,,,,,,,,,,,,,,,,,
40-49,107.0,70.0,2022-08-09,,,,,,,,,,,,,,,,,
50-59,266.0,157.0,2022-08-09,,,,,,,,,,,,,,,,,
60-69,651.0,350.0,2022-08-09,,,,,,,,,,,,,,,,,
70-79,1497.0,812.0,2022-08-09,,,,,,,,,,,,,,,,,
80-89,2331.0,1730.0,2022-08-09,,,,,,,,,,,,,,,,,
90+,1399.0,1800.0,2022-08-09,,,,,,,,,,,,,,,,,
30-39,54.0,32.0,2022-08-10,,,,,,,,,,,,,,,,,
50-59,266.0,157.0,2022-08-10,,,,,,,,,,,,,,,,,
60-69,651.0,350.0,2022-08-10,,,,,,,,,,,,,,,,,
70-79,1497.0,812.0,2022-08-10,,,,,,,,,,,,,,,,,
80-89,2331.0,1730.0,2022-08-10,,,,,,,,,,,,,,,,,
90+,1399.0,1800.0,2022-08-10,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-10,,,,,,,,,,,,,,,,,
10-19,5.0,4.0,2022-08-10,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-10,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-10,,,,,,,,,,,,,,,,,
40-49,107.0,70.0,2022-08-10,,,,,,,,,,,,,,,,,
50-59,266.0,161.0,2022-08-10,,,,,,,,,,,,,,,,,
60-69,655.0,354.0,2022-08-10,,,,,,,,,,,,,,,,,
70-79,1509.0,818.0,2022-08-10,,,,,,,,,,,,,,,,,
80-89,2352.0,1745.0,2022-08-10,,,,,,,,,,,,,,,,,
90+,1412.0,1821.0,2022-08-10,,,,,,,,,,,,,,,,,
40-49,107.0,70.0,2022-08-11,,,,,,,,,,,,,,,,,
50-59,266.0,161.0,2022-08-11,,,,,,,,,,,,,,,,,
60-69,655.0,354.0,2022-08-11,,,,,,,,,,,,,,,,,
70-79,1509.0,818.0,2022-08-11,,,,,,,,,,,,,,,,,
80-89,2352.0,1745.0,2022-08-11,,,,,,,,,,,,,,,,,
90+,1412.0,1821.0,2022-08-11,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-11,,,,,,,,,,,,,,,,,
10-19,5.0,4.0,2022-08-11,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-11,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-11,,,,,,,,,,,,,,,,,
40-49,108.0,71.0,2022-08-11,,,,,,,,,,,,,,,,,
50-59,271.0,163.0,2022-08-11,,,,,,,,,,,,,,,,,
60-69,659.0,356.0,2022-08-11,,,,,,,,,,,,,,,,,
70-79,1515.0,822.0,2022-08-11,,,,,,,,,,,,,,,,,
80-89,2360.0,1755.0,2022-08-11,,,,,,,,,,,,,,,,,
90+,1426.0,1836.0,2022-08-11,,,,,,,,,,,,,,,,,
10-19,5.0,4.0,2022-08-12,,,,,,,,,,,,,,,,,
40-49,108.0,71.0,2022-08-12,,,,,,,,,,,,,,,,,
50-59,271.0,163.0,2022-08-12,,,,,,,,,,,,,,,,,
60-69,659.0,356.0,2022-08-12,,,,,,,,,,,,,,,,,
70-79,1515.0,822.0,2022-08-12,,,,,,,,,,,,,,,,,
80-89,2360.0,1755.0,2022-08-12,,,,,,,,,,,,,,,,,
90+,1426.0,1836.0,2022-08-12,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-12,,,,,,,,,,,,,,,,,
10-19,6.0,4.0,2022-08-12,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-12,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-12,,,,,,,,,,,,,,,,,
40-49,108.0,72.0,2022-08-12,,,,,,,,,,,,,,,,,
50-59,272.0,164.0,2022-08-12,,,,,,,,,,,,,,,,,
60-69,662.0,357.0,2022-08-12,,,,,,,,,,,,,,,,,
70-79,1517.0,825.0,2022-08-12,,,,,,,,,,,,,,,,,
80-89,2373.0,1759.0,2022-08-12,,,,,,,,,,,,,,,,,
90+,1431.0,1844.0,2022-08-12,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-13,,,,,,,,,,,,,,,,,
10-19,6.0,4.0,2022-08-13,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-13,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-13,,,,,,,,,,,,,,,,,
40-49,108.0,72.0,2022-08-13,,,,,,,,,,,,,,,,,
50-59,272.0,164.0,2022-08-13,,,,,,,,,,,,,,,,,
60-69,662.0,357.0,2022-08-13,,,,,,,,,,,,,,,,,
70-79,1517.0,825.0,2022-08-13,,,,,,,,,,,,,,,,,
80-89,2373.0,1759.0,2022-08-13,,,,,,,,,,,,,,,,,
90+,1431.0,1844.0,2022-08-13,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-14,,,,,,,,,,,,,,,,,
10-19,6.0,4.0,2022-08-14,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-14,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-14,,,,,,,,,,,,,,,,,
40-49,108.0,72.0,2022-08-14,,,,,,,,,,,,,,,,,
50-59,272.0,164.0,2022-08-14,,,,,,,,,,,,,,,,,
60-69,662.0,357.0,2022-08-14,,,,,,,,,,,,,,,,,
70-79,1517.0,825.0,2022-08-14,,,,,,,,,,,,,,,,,
80-89,2373.0,1759.0,2022-08-14,,,,,,,,,,,,,,,,,
90+,1431.0,1844.0,2022-08-14,,,,,,,,,,,,,,,,,
0-9,7.0,8.0,2022-08-15,,,,,,,,,,,,,,,,,
10-19,6.0,4.0,2022-08-15,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-15,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-15,,,,,,,,,,,,,,,,,
40-49,108.0,72.0,2022-08-15,,,,,,,,,,,,,,,,,
50-59,272.0,164.0,2022-08-15,,,,,,,,,,,,,,,,,
60-69,662.0,357.0,2022-08-15,,,,,,,,,,,,,,,,,
70-79,1517.0,825.0,2022-08-15,,,,,,,,,,,,,,,,,
80-89,2373.0,1759.0,2022-08-15,,,,,,,,,,,,,,,,,
90+,1431.0,1844.0,2022-08-15,,,,,,,,,,,,,,,,,
0-9,5.0,9.0,2022-08-15,,,,,,,,,,,,,,,,,
10-19,9.0,3.0,2022-08-15,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-15,,,,,,,,,,,,,,,,,
30-39,57.0,32.0,2022-08-15,,,,,,,,,,,,,,,,,
40-49,110.0,77.0,2022-08-15,,,,,,,,,,,,,,,,,
50-59,292.0,177.0,2022-08-15,,,,,,,,,,,,,,,,,
60-69,696.0,389.0,2022-08-15,,,,,,,,,,,,,,,,,
70-79,1609.0,872.0,2022-08-15,,,,,,,,,,,,,,,,,
80-89,2543.0,1910.0,2022-08-15,,,,,,,,,,,,,,,,,
90+,1541.0,1989.0,2022-08-15,,,,,,,,,,,,,,,,,
20-29,16.0,12.0,2022-08-16,,,,,,,,,,,,,,,,,
30-39,57.0,32.0,2022-08-16,,,,,,,,,,,,,,,,,
40-49,110.0,77.0,2022-08-16,,,,,,,,,,,,,,,,,
50-59,292.0,177.0,2022-08-16,,,,,,,,,,,,,,,,,
60-69,696.0,389.0,2022-08-16,,,,,,,,,,,,,,,,,
70-79,1609.0,872.0,2022-08-16,,,,,,,,,,,,,,,,,
80-89,2543.0,1910.0,2022-08-16,,,,,,,,,,,,,,,,,
90+,1541.0,1989.0,2022-08-16,,,,,,,,,,,,,,,,,
0-9,5.0,9.0,2022-08-16,,,,,,,,,,,,,,,,,
10-19,9.0,3.0,2022-08-16,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-16,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-16,,,,,,,,,,,,,,,,,
40-49,110.0,78.0,2022-08-16,,,,,,,,,,,,,,,,,
50-59,292.0,176.0,2022-08-16,,,,,,,,,,,,,,,,,
60-69,695.0,392.0,2022-08-16,,,,,,,,,,,,,,,,,
70-79,1608.0,875.0,2022-08-16,,,,,,,,,,,,,,,,,
80-89,2547.0,1916.0,2022-08-16,,,,,,,,,,,,,,,,,
90+,1537.0,1983.0,2022-08-16,,,,,,,,,,,,,,,,,
0-9,5.0,9.0,2022-08-17,,,,,,,,,,,,,,,,,
10-19,9.0,3.0,2022-08-17,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-17,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-17,,,,,,,,,,,,,,,,,
40-49,110.0,78.0,2022-08-17,,,,,,,,,,,,,,,,,
50-59,292.0,176.0,2022-08-17,,,,,,,,,,,,,,,,,
60-69,695.0,392.0,2022-08-17,,,,,,,,,,,,,,,,,
70-79,1608.0,875.0,2022-08-17,,,,,,,,,,,,,,,,,
80-89,2547.0,1916.0,2022-08-17,,,,,,,,,,,,,,,,,
90+,1537.0,1983.0,2022-08-17,,,,,,,,,,,,,,,,,
10-19,9.0,3.0,2022-08-18,,,,,,,,,,,,,,,,,
20-29,17.0,12.0,2022-08-18,,,,,,,,,,,,,,,,,
30-39,55.0,32.0,2022-08-18,,,,,,,,,,,,,,,,,
40-49,110.0,78.0,2022-08-18,,,,,,,,,,,,,,,,,
50-59,292.0,176.0,2022-08-18,,,,,,,,,,,,,,,,,
60-69,695.0,392.0,2022-08-18,,,,,,,,,,,,,,,,,
70-79,1608.0,875.0,2022-08-18,,,,,,,,,,,,,,,,,
80-89,2547.0,1916.0,2022-08-18,,,,,,,,,,,,,,,,,
90+,1537.0,1983.0,2022-08-18,,,,,,,,,,,,,,,,,
0-9,5.0,9.0,2022-08-18,,,,,,,,,,,,,,,,,
10-19,8.0,3.0,2022-08-18,,,,,,,,,,,,,,,,,
20-29,17.0,13.0,2022-08-18,,,,,,,,,,,,,,,,,
30-39,57.0,32.0,2022-08-18,,,,,,,,,,,,,,,,,
40-49,111.0,78.0,2022-08-18,,,,,,,,,,,,,,,,,
50-59,293.0,180.0,2022-08-18,,,,,,,,,,,,,,,,,
60-69,706.0,395.0,2022-08-18,,,,,,,,,,,,,,,,,
70-79,1635.0,880.0,2022-08-18,,,,,,,,,,,,,,,,,
80-89,2578.0,1934.0,2022-08-18,,,,,,,,,,,,,,,,,
90+,1566.0,2023.0,2022-08-18,,,,,,,,,,,,,,,,,
0-9,5.0,9.0,2022-08-19,,,,,,,,,,,,,,,,,
30-39,57.0,32.0,2022-08-19,,,,,,,,,,,,,,,,,
40-49,111.0,78.0,2022-08-19,,,,,,,,,,,,,,,,,
50-59,293.0,180.0,2022-08-19,,,,,,,,,,,,,,,,,
60-69,706.0,395.0,2022-08-19,,,,,,,,,,,,,,,,,
70-79,1635.0,880.0,2022-08-19,,,,,,,,,,,,,,,,,
80-89,2578.0,1934.0,2022-08-19,,,,,,,,,,,,,,,,,
90+,1566.0,2023.0,2022-08-19,,,,,,,,,,,,,,,,,
0-9,5.0,8.0,2022-08-19,,,,,,,,,,,,,,,,,
10-19,8.0,3.0,2022-08-19,,,,,,,,,,,,,,,,,
20-29,17.0,13.0,2022-08-19,,,,,,,,,,,,,,,,,
30-39,58.0,32.0,2022-08-19,,,,,,,,,,,,,,,,,
40-49,112.0,77.0,2022-08-19,,,,,,,,,,,,,,,,,
50-59,295.0,182.0,2022-08-19,,,,,,,,,,,,,,,,,
60-69,709.0,400.0,2022-08-19,,,,,,,,,,,,,,,,,
70-79,1647.0,890.0,2022-08-19,,,,,,,,,,,,,,,,,
80-89,2613.0,1965.0,2022-08-19,,,,,,,,,,,,,,,,,
90+,1588.0,2048.0,2022-08-19,,,,,,,,,,,,,,,,,
0-9,5.0,8.0,2022-08-20,,,,,,,,,,,,,,,,,
10-19,8.0,3.0,2022-08-20,,,,,,,,,,,,,,,,,
20-29,17.0,13.0,2022-08-20,,,,,,,,,,,,,,,,,
30-39,58.0,32.0,2022-08-20,,,,,,,,,,,,,,,,,
40-49,112.0,77.0,2022-08-20,,,,,,,,,,,,,,,,,
50-59,295.0,182.0,2022-08-20,,,,,,,,,,,,,,,,,
60-69,709.0,400.0,2022-08-20,,,,,,,,,,,,,,,,,
70-79,1647.0,890.0,2022-08-20,,,,,,,,,,,,,,,,,
80-89,2613.0,1965.0,2022-08-20,,,,,,,,,,,,,,,,,
90+,1588.0,2048.0,2022-08-20,,,,,,,,,,,,,,,,,
0-9,5.0,8.0,2022-08-21,,,,,,,,,,,,,,,,,
10-19,8.0,3.0,2022-08-21,,,,,,,,,,,,,,,,,
20-29,17.0,13.0,2022-08-21,,,,,,,,,,,,,,,,,
30-39,58.0,32.0,2022-08-21,,,,,,,,,,,,,,,,,
40-49,112.0,77.0,2022-08-21,,,,,,,,,,,,,,,,,
50-59,295.0,182.0,2022-08-21,,,,,,,,,,,,,,,,,
